,soil_type,wild_soil
3041,5,comanche_peak_wilderness_area leighcan catamount_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3042,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3043,5,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3044,5,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3045,5,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3046,5,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3047,5,comanche_peak_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
3048,5,comanche_peak_wilderness_area bullwark catamount_families rock_outcrop_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3049,5,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3050,5,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3051,5,comanche_peak_wilderness_area catamount_family rock_land bullwark_family_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3052,5,comanche_peak_wilderness_area leighcan_family rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3053,5,comanche_peak_wilderness_area leighcan catamount_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3054,5,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3055,5,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3056,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3057,5,comanche_peak_wilderness_area leighcan catamount_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3058,5,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
3059,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3060,5,comanche_peak_wilderness_area typic_cryaquolis borohemists_complex climatic_zone_subalpine geologic_zone_alluvium
3061,5,comanche_peak_wilderness_area typic_cryaquepts typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_alluvium
3062,5,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3063,5,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
3064,5,comanche_peak_wilderness_area bullwark catamount_families rock_outcrop_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3065,5,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
3066,5,comanche_peak_wilderness_area granile catamount_families_complex very_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3067,5,comanche_peak_wilderness_area catamount_family rock_land bullwark_family_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3068,5,comanche_peak_wilderness_area vanet ratake_families_complex very_stony climatic_zone_lower_montane geologic_zone_igneous_and_metamorphic
3069,5,comanche_peak_wilderness_area bullwark catamount_families rock_land_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3070,5,comanche_peak_wilderness_area vanet ratake_families_complex very_stony climatic_zone_lower_montane geologic_zone_igneous_and_metamorphic
3071,5,comanche_peak_wilderness_area gateview_family cryaquolis_complex climatic_zone_montane_and_subalpine geologic_zone_alluvium
3072,5,comanche_peak_wilderness_area typic_cryaquolis borohemists_complex climatic_zone_subalpine geologic_zone_alluvium
3073,5,comanche_peak_wilderness_area catamount_family rock_land bullwark_family_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3074,5,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
3075,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3076,5,comanche_peak_wilderness_area catamount_family rock_land bullwark_family_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3077,5,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3078,5,comanche_peak_wilderness_area catamount_family rock_land bullwark_family_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3079,5,comanche_peak_wilderness_area ratake_family rock_outcrop_complex rubbly climatic_zone_lower_montane geologic_zone_igneous_and_metamorphic
3080,5,comanche_peak_wilderness_area typic_cryaquolis borohemists_complex climatic_zone_subalpine geologic_zone_alluvium
3081,5,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
3082,5,comanche_peak_wilderness_area catamount_family rock_outcrop leighcan_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3083,5,comanche_peak_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
3084,5,rawah_wilderness_area rogert_family very_stony climatic_zone_montane_and_subalpine geologic_zone_igneous_and_metamorphic
3085,5,comanche_peak_wilderness_area bullwark catamount_families rock_land_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3086,5,comanche_peak_wilderness_area vanet ratake_families_complex very_stony climatic_zone_lower_montane geologic_zone_igneous_and_metamorphic
3087,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3088,5,comanche_peak_wilderness_area bullwark catamount_families rock_land_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3089,5,comanche_peak_wilderness_area catamount_family rock_land bullwark_family_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3090,5,comanche_peak_wilderness_area bullwark catamount_families rock_land_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3091,5,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3092,5,comanche_peak_wilderness_area leighcan catamount_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3093,5,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3094,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3095,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3096,5,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3097,5,comanche_peak_wilderness_area bullwark catamount_families rock_outcrop_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3098,5,comanche_peak_wilderness_area catamount_family rock_outcrop leighcan_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3099,5,comanche_peak_wilderness_area catamount_family rock_land bullwark_family_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3100,5,comanche_peak_wilderness_area bullwark catamount_families rock_land_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3101,5,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3102,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3103,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3104,5,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3105,5,comanche_peak_wilderness_area catamount_family rock_land bullwark_family_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3106,5,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
3107,5,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3108,5,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3109,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3110,5,comanche_peak_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
3111,5,comanche_peak_wilderness_area catamount_family rock_land bullwark_family_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3112,5,comanche_peak_wilderness_area bullwark catamount_families rock_land_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3113,5,comanche_peak_wilderness_area ratake_family rock_outcrop_complex rubbly climatic_zone_lower_montane geologic_zone_igneous_and_metamorphic
3114,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3115,5,comanche_peak_wilderness_area bullwark catamount_families rock_land_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3116,5,comanche_peak_wilderness_area ratake_family rock_outcrop_complex rubbly climatic_zone_lower_montane geologic_zone_igneous_and_metamorphic
3117,5,comanche_peak_wilderness_area catamount_family rock_land bullwark_family_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3118,5,comanche_peak_wilderness_area ratake_family rock_outcrop_complex rubbly climatic_zone_lower_montane geologic_zone_igneous_and_metamorphic
3119,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3120,5,comanche_peak_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
3121,5,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3122,5,comanche_peak_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
3123,5,comanche_peak_wilderness_area bullwark catamount_families rock_land_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3124,5,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3125,5,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3126,5,comanche_peak_wilderness_area catamount_family rock_land bullwark_family_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3127,5,comanche_peak_wilderness_area bullwark catamount_families rock_land_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3128,5,comanche_peak_wilderness_area leighcan catamount_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3129,5,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
3130,5,comanche_peak_wilderness_area bullwark catamount_families rock_outcrop_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3131,5,comanche_peak_wilderness_area bullwark catamount_families rock_land_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3132,5,comanche_peak_wilderness_area bullwark catamount_families rock_land_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3133,5,comanche_peak_wilderness_area bullwark catamount_families rock_land_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3134,5,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3135,5,comanche_peak_wilderness_area gateview_family cryaquolis_complex climatic_zone_montane_and_subalpine geologic_zone_alluvium
3136,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3137,5,comanche_peak_wilderness_area bullwark catamount_families rock_outcrop_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3138,5,comanche_peak_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
3139,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3140,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3141,5,comanche_peak_wilderness_area bullwark catamount_families rock_outcrop_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3142,5,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3143,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3144,5,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3145,5,comanche_peak_wilderness_area ratake_family rock_outcrop_complex rubbly climatic_zone_lower_montane geologic_zone_igneous_and_metamorphic
3146,5,comanche_peak_wilderness_area vanet ratake_families_complex very_stony climatic_zone_lower_montane geologic_zone_igneous_and_metamorphic
3147,5,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3148,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3149,5,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3150,5,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3151,5,comanche_peak_wilderness_area gateview_family cryaquolis_complex climatic_zone_montane_and_subalpine geologic_zone_alluvium
3152,5,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3153,5,comanche_peak_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
3154,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3155,5,comanche_peak_wilderness_area bullwark catamount_families rock_land_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3156,5,comanche_peak_wilderness_area bullwark catamount_families rock_land_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3157,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3158,5,comanche_peak_wilderness_area catamount_family rock_land bullwark_family_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3159,5,comanche_peak_wilderness_area bullwark catamount_families rock_outcrop_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3160,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3161,5,comanche_peak_wilderness_area leighcan catamount_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3162,5,comanche_peak_wilderness_area bullwark catamount_families rock_land_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3163,5,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3164,5,comanche_peak_wilderness_area vanet ratake_families_complex very_stony climatic_zone_lower_montane geologic_zone_igneous_and_metamorphic
3165,5,comanche_peak_wilderness_area ratake_family rock_outcrop_complex rubbly climatic_zone_lower_montane geologic_zone_igneous_and_metamorphic
3166,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3167,5,comanche_peak_wilderness_area gateview_family cryaquolis_complex climatic_zone_montane_and_subalpine geologic_zone_alluvium
3168,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3169,5,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
3170,5,comanche_peak_wilderness_area cryorthents rock_land_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3171,5,comanche_peak_wilderness_area leighcan catamount_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3172,5,comanche_peak_wilderness_area gateview_family cryaquolis_complex climatic_zone_montane_and_subalpine geologic_zone_alluvium
3173,5,comanche_peak_wilderness_area catamount_family rock_outcrop leighcan_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3174,5,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3175,5,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3176,5,comanche_peak_wilderness_area ratake_family rock_outcrop_complex rubbly climatic_zone_lower_montane geologic_zone_igneous_and_metamorphic
3177,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3178,5,comanche_peak_wilderness_area typic_cryaquepts typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_alluvium
3179,5,comanche_peak_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
3180,5,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
3181,5,comanche_peak_wilderness_area catamount_family rock_land bullwark_family_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3182,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3183,5,comanche_peak_wilderness_area catamount_family rock_outcrop leighcan_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3184,5,comanche_peak_wilderness_area leighcan catamount_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3185,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3186,5,comanche_peak_wilderness_area ratake_family rock_outcrop_complex rubbly climatic_zone_lower_montane geologic_zone_igneous_and_metamorphic
3187,5,comanche_peak_wilderness_area bullwark catamount_families rock_land_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3188,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3189,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3190,5,comanche_peak_wilderness_area catamount_family rock_land bullwark_family_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3191,5,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3192,5,comanche_peak_wilderness_area gateview_family cryaquolis_complex climatic_zone_montane_and_subalpine geologic_zone_alluvium
3193,5,comanche_peak_wilderness_area catamount_family rock_land bullwark_family_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3194,5,comanche_peak_wilderness_area catamount_family rock_land bullwark_family_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3195,5,comanche_peak_wilderness_area bullwark catamount_families rock_land_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3196,5,comanche_peak_wilderness_area typic_cryaquepts typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_alluvium
3197,5,comanche_peak_wilderness_area bullwark catamount_families rock_land_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3198,5,comanche_peak_wilderness_area gateview_family cryaquolis_complex climatic_zone_montane_and_subalpine geologic_zone_alluvium
3199,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3200,5,rawah_wilderness_area leighcan_family extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3201,5,comanche_peak_wilderness_area catamount_family rock_land bullwark_family_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3202,5,comanche_peak_wilderness_area gateview_family cryaquolis_complex climatic_zone_montane_and_subalpine geologic_zone_alluvium
3203,5,comanche_peak_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
3204,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3205,5,comanche_peak_wilderness_area vanet ratake_families_complex very_stony climatic_zone_lower_montane geologic_zone_igneous_and_metamorphic
3206,5,comanche_peak_wilderness_area bullwark catamount_families rock_outcrop_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3207,5,comanche_peak_wilderness_area leighcan catamount_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3208,5,comanche_peak_wilderness_area bullwark catamount_families rock_land_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3209,5,comanche_peak_wilderness_area catamount_family rock_land bullwark_family_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3210,5,comanche_peak_wilderness_area leighcan catamount_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3211,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3212,5,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
3213,5,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3214,5,comanche_peak_wilderness_area ratake_family rock_outcrop_complex rubbly climatic_zone_lower_montane geologic_zone_igneous_and_metamorphic
3215,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3216,5,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3217,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3218,5,comanche_peak_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
3219,5,comanche_peak_wilderness_area gateview_family cryaquolis_complex climatic_zone_montane_and_subalpine geologic_zone_alluvium
3220,5,comanche_peak_wilderness_area ratake_family rock_outcrop_complex rubbly climatic_zone_lower_montane geologic_zone_igneous_and_metamorphic
3221,5,comanche_peak_wilderness_area vanet ratake_families_complex very_stony climatic_zone_lower_montane geologic_zone_igneous_and_metamorphic
3222,5,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3223,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3224,5,comanche_peak_wilderness_area catamount_family rock_land bullwark_family_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3225,5,rawah_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
3226,5,comanche_peak_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
3227,5,comanche_peak_wilderness_area leighcan catamount_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3228,5,comanche_peak_wilderness_area ratake_family rock_outcrop_complex rubbly climatic_zone_lower_montane geologic_zone_igneous_and_metamorphic
3229,5,comanche_peak_wilderness_area leighcan catamount_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3230,5,comanche_peak_wilderness_area bullwark catamount_families rock_land_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3231,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3232,5,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3233,5,comanche_peak_wilderness_area gateview_family cryaquolis_complex climatic_zone_montane_and_subalpine geologic_zone_alluvium
3234,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3235,5,comanche_peak_wilderness_area bullwark catamount_families rock_outcrop_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3236,5,comanche_peak_wilderness_area vanet ratake_families_complex very_stony climatic_zone_lower_montane geologic_zone_igneous_and_metamorphic
3237,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3238,5,comanche_peak_wilderness_area bullwark catamount_families rock_land_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3239,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3240,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3241,5,rawah_wilderness_area como legault_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3242,5,comanche_peak_wilderness_area leighcan_family till_substratum typic_cryaquolls_complex climatic_zone_subalpine geologic_zone_glacial
3243,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3244,5,comanche_peak_wilderness_area bullwark catamount_families rock_land_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
3245,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3246,5,comanche_peak_wilderness_area gateview_family cryaquolis_complex climatic_zone_montane_and_subalpine geologic_zone_alluvium
3247,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3248,5,comanche_peak_wilderness_area ratake_family rock_outcrop_complex rubbly climatic_zone_lower_montane geologic_zone_igneous_and_metamorphic
3249,5,comanche_peak_wilderness_area catamount_family rock_outcrop leighcan_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3250,5,comanche_peak_wilderness_area leighcan catamount_families_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3251,5,rawah_wilderness_area como_family rock_land legault_family_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3252,5,comanche_peak_wilderness_area gateview_family cryaquolis_complex climatic_zone_montane_and_subalpine geologic_zone_alluvium
3253,5,comanche_peak_wilderness_area ratake_family rock_outcrop_complex rubbly climatic_zone_lower_montane geologic_zone_igneous_and_metamorphic
3254,5,comanche_peak_wilderness_area leighcan catamount_families rock_outcrop_complex extremely_stony climatic_zone_subalpine geologic_zone_igneous_and_metamorphic
3255,5,comanche_peak_wilderness_area catamount_family rock_land bullwark_family_complex rubbly climatic_zone_montane geologic_zone_igneous_and_metamorphic
